,id,location,oddsBet365Away,oddsBet365Home,scoreAway,scoreHome,scoreQuarters,season,statsAway.Ast,statsAway.Blk,statsAway.BlkAgainst,statsAway.DefReb,statsAway.Ejections,statsAway.Fg2PtAtt,statsAway.Fg2PtMade,statsAway.Fg2PtPct,statsAway.Fg3PtAtt,statsAway.Fg3PtMade,statsAway.Fg3PtPct,statsAway.FgAtt,statsAway.FgMade,statsAway.FgPct,statsAway.FoulFlag1,statsAway.FoulFlag1Drawn,statsAway.FoulFlag2,statsAway.FoulFlag2Drawn,statsAway.FoulPers,statsAway.FoulPersDrawn,statsAway.FoulTech,statsAway.FoulTechDrawn,statsAway.Fouls,statsAway.FoulsDrawn,statsAway.FtAtt,statsAway.FtMade,statsAway.FtPct,statsAway.Losses,statsAway.OffReb,statsAway.PlusMinus,statsAway.Pts,statsAway.PtsAgainst,statsAway.Reb,statsAway.Stl,statsAway.Tov,statsAway.WinPct,statsAway.Wins,statsHome.Ast,statsHome.Blk,statsHome.BlkAgainst,statsHome.DefReb,statsHome.Ejections,statsHome.Fg2PtAtt,statsHome.Fg2PtMade,statsHome.Fg2PtPct,statsHome.Fg3PtAtt,statsHome.Fg3PtMade,statsHome.Fg3PtPct,statsHome.FgAtt,statsHome.FgMade,statsHome.FgPct,statsHome.FoulFlag1,statsHome.FoulFlag1Drawn,statsHome.FoulFlag2,statsHome.FoulFlag2Drawn,statsHome.FoulPers,statsHome.FoulPersDrawn,statsHome.FoulTech,statsHome.FoulTechDrawn,statsHome.Fouls,statsHome.FoulsDrawn,statsHome.FtAtt,statsHome.FtMade,statsHome.FtPct,statsHome.Losses,statsHome.OffReb,statsHome.PlusMinus,statsHome.Pts,statsHome.PtsAgainst,statsHome.Reb,statsHome.Stl,statsHome.Tov,statsHome.WinPct,statsHome.Wins,teamAwayCode,teamAwayId,teamHomeCode,teamHomeId,time,gamesPlayedHome,gamesPlayedAway,totalGamesHome,totalWinsHome,homeGamesHome,homeWinsHome,awayGamesHome,awayWinsHome,percentageTotalWinHome,percentageHomeWinHome,percentageAwayWinHome,totalGamesAway,totalWinsAway,homeGamesAway,homeWinsAway,awayGamesAway,awayWinsAway,percentageTotalWinAway,percentageHomeWinAway,percentageAwayWinAway,lastGame1WinHome,lastGame1AtHomeHome,lastGame2WinHome,lastGame2AtHomeHome,lastGame3WinHome,lastGame3AtHomeHome,lastGame4WinHome,lastGame4AtHomeHome,lastGame5WinHome,lastGame5AtHomeHome,lastGame1WinAway,lastGame1AtHomeAway,lastGame2WinAway,lastGame2AtHomeAway,lastGame3WinAway,lastGame3AtHomeAway,lastGame4WinAway,lastGame4AtHomeAway,lastGame5WinAway,lastGame5AtHomeAway,statsHome.seasonTotalPossessions,statsHome.last5TotalPossessions,statsHome.seasonTotalPoints,statsHome.last5TotalPoints,statsHome.seasonOffensiveRating,statsHome.last5OffensiveRating,statsHome.seasonDefensiveRating,statsHome.last5DefensiveRating,statsAway.seasonTotalPossessions,statsAway.last5TotalPossessions,statsAway.seasonTotalPoints,statsAway.last5TotalPoints,statsAway.seasonOffensiveRating,statsAway.last5OffensiveRating,statsAway.seasonDefensiveRating,statsAway.last5DefensiveRating
0,31176,Philips Arena,3.4,1.33,106,94,"[{'number': 1, 'scoreHome': 25, 'scoreAway': 25}, {'number': 2, 'scoreHome': 18, 'scoreAway': 23}, {'number': 3, 'scoreHome': 23, 'scoreAway': 34}, {'number': 4, 'scoreHome': 28, 'scoreAway': 24}]",2015,23,3,4,39,0,67,25,37.3,29,12,41.4,96,37,38.5,0,0,0,0,15,0,15,0,15,0,26,20,76.9,0,30,12,106,94,69,5,15,0.000,1,22,4,3,35,0,55,29,52.7,27,8,29.6,82,37,45.1,0,0,0,0,25,0,25,0,25,0,15,12,80.0,1,9,-12,94,106,44,9,15,0.000,0,DET,88,ATL,91,2015-10-27T20:00:00.000Z,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
1,31177,First Niagara Center,2.3,1.66,95,97,"[{'number': 1, 'scoreHome': 26, 'scoreAway': 17}, {'number': 2, 'scoreHome': 20, 'scoreAway': 23}, {'number': 3, 'scoreHome': 25, 'scoreAway': 28}, {'number': 4, 'scoreHome': 26, 'scoreAway': 27}]",2015,26,7,10,41,0,65,29,44.6,29,9,31.0,94,38,40.4,0,0,0,0,21,0,21,0,22,0,17,10,58.8,1,21,-2,95,97,62,5,10,0.000,0,13,10,7,42,0,68,30,44.1,19,7,36.8,87,37,42.5,0,0,0,0,22,0,22,0,22,0,23,16,69.6,0,16,2,97,95,58,6,13,0.000,1,CLE,86,CHI,89,2015-10-27T20:00:00.000Z,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
2,31178,Oracle Arena,5.25,1.18,95,111,"[{'number': 1, 'scoreHome': 39, 'scoreAway': 35}, {'number': 2, 'scoreHome': 20, 'scoreAway': 14}, {'number': 3, 'scoreHome': 35, 'scoreAway': 26}, {'number': 4, 'scoreHome': 17, 'scoreAway': 20}]",2015,21,3,7,31,0,65,29,44.6,18,6,33.3,83,35,42.2,0,0,0,0,26,0,26,0,26,0,27,19,70.4,1,18,-16,95,111,49,9,18,0.000,0,29,7,3,38,0,66,32,48.5,30,9,30.0,96,41,42.7,0,0,0,0,29,0,29,0,31,0,22,20,90.9,0,26,16,111,95,64,8,20,0.000,1,NOP,110,GSW,101,2015-10-27T22:30:00.000Z,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
3,31179,TD Garden,7.0,1.11,95,112,"[{'number': 1, 'scoreHome': 21, 'scoreAway': 26}, {'number': 2, 'scoreHome': 30, 'scoreAway': 14}, {'number': 3, 'scoreHome': 28, 'scoreAway': 27}, {'number': 4, 'scoreHome': 33, 'scoreAway': 28}]",2015,12,6,7,33,0,61,27,44.3,22,7,31.8,83,34,41.0,0,0,0,0,22,0,22,0,22,0,23,20,87.0,1,17,-17,95,112,50,11,22,0.000,0,31,7,6,35,0,61,31,50.8,24,8,33.3,85,39,45.9,0,0,0,0,23,0,23,0,23,0,27,26,96.3,0,14,17,112,95,49,10,16,0.000,1,PHI,85,BOS,82,2015-10-28T19:30:00.000Z,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
4,31180,Barclays Center,1.45,2.8,115,100,"[{'number': 1, 'scoreHome': 19, 'scoreAway': 30}, {'number': 2, 'scoreHome': 36, 'scoreAway': 28}, {'number': 3, 'scoreHome': 16, 'scoreAway': 28}, {'number': 4, 'scoreHome': 29, 'scoreAway': 29}]",2015,20,3,5,39,0,50,28,56.0,28,14,50.0,78,42,53.8,0,0,0,0,24,0,24,0,25,0,20,17,85.0,0,10,15,115,100,49,9,19,0.000,1,19,5,3,29,0,84,39,46.4,9,0,0.0,93,39,41.9,0,0,0,0,18,0,18,0,18,0,28,22,78.6,1,21,-15,100,115,50,11,13,0.000,0,CHI,89,BRO,84,2015-10-28T19:30:00.000Z,1,60,0,0,0,0,0,0,0,0,0,57,28,26,16,31,12,0.491,0.615,0.387,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,False,0.0,0.0,0,0,0,0,0,0,5196.4,467.8,5873,517,113.02,110.52,110.15,103.89
5,31181,The Palace of Auburn Hills,1.76,2.1,87,92,"[{'number': 1, 'scoreHome': 16, 'scoreAway': 15}, {'number': 2, 'scoreHome': 25, 'scoreAway': 29}, {'number': 3, 'scoreHome': 28, 'scoreAway': 20}, {'number': 4, 'scoreHome': 23, 'scoreAway': 23}]",2015,15,5,4,37,0,63,33,52.4,12,2,16.7,75,35,46.7,0,0,0,0,25,0,25,0,25,0,21,15,71.4,1,10,-5,87,92,47,4,12,0.000,0,16,4,5,36,0,55,23,41.8,19,7,36.8,74,30,40.5,0,0,0,0,21,0,21,0,22,0,34,25,73.5,0,16,5,92,87,52,2,10,0.000,1,UTA,98,DET,88,2015-10-28T19:30:00.000Z,60,1,61,31,28,17,33,14,0.508,0.607,0.424,0,0,0,0,0,0,0,0,0,True,True,False,True,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,5500.0,466.6,6289,484,114.35,103.73,110.31,107.8,0.0,0.0,0,0,0,0,0,0
6,31182,Toyota Center,5.5,1.16,105,85,"[{'number': 1, 'scoreHome': 21, 'scoreAway': 27}, {'number': 2, 'scoreHome': 28, 'scoreAway': 26}, {'number': 3, 'scoreHome': 14, 'scoreAway': 23}, {'number': 4, 'scoreHome': 22, 'scoreAway': 29}]",2015,26,10,8,43,0,52,27,51.9,27,13,48.2,79,40,50.6,0,0,0,0,26,0,26,0,26,0,18,12,66.7,0,15,20,105,85,58,9,21,0.000,1,17,8,10,30,0,52,22,42.3,35,8,22.9,87,30,34.5,0,0,0,0,19,0,19,0,19,0,26,17,65.4,1,23,-20,85,105,53,13,16,0.000,0,DEN,99,HOU,109,2015-10-28T20:00:00.000Z,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
7,31183,Staples Center,2.4,1.62,112,111,"[{'number': 1, 'scoreHome': 31, 'scoreAway': 22}, {'number': 2, 'scoreHome': 29, 'scoreAway': 29}, {'number': 3, 'scoreHome': 35, 'scoreAway': 37}, {'number': 4, 'scoreHome': 16, 'scoreAway': 24}]",2015,24,4,4,35,0,63,33,52.4,20,5,25.0,83,38,45.8,0,0,0,0,26,0,26,0,27,0,37,31,83.8,0,13,1,112,111,48,3,8,0.000,1,18,4,4,38,0,56,26,46.4,34,9,26.5,90,35,38.9,0,0,0,0,29,0,29,0,30,0,35,32,91.4,1,23,-1,111,112,61,2,13,0.000,0,MIN,100,LAL,105,2015-10-28T22:30:00.000Z,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
8,31184,FedEx Forum,3.15,1.38,106,76,"[{'number': 1, 'scoreHome': 10, 'scoreAway': 26}, {'number': 2, 'scoreHome': 22, 'scoreAway': 27}, {'number': 3, 'scoreHome': 23, 'scoreAway': 26}, {'number': 4, 'scoreHome': 21, 'scoreAway': 27}]",2015,29,2,3,44,0,55,28,50.9,29,13,44.8,84,41,48.8,0,0,0,0,25,0,25,0,25,0,17,11,64.7,0,17,30,106,76,61,7,19,0.000,1,15,3,2,32,0,66,27,40.9,16,2,12.5,82,29,35.4,0,0,0,0,18,0,18,0,18,0,22,16,72.7,1,15,-30,76,106,47,8,16,0.000,0,CLE,86,MEM,107,2015-10-28T20:00:00.000Z,1,60,0,0,0,0,0,0,0,0,0,59,39,33,25,26,14,0.661,0.758,0.538,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,False,True,False,0.0,0.0,0,0,0,0,0,0,5279.6,441.0,6148,523,116.45,118.59,113.42,114.74
9,31185,American Airlines Arena,3.2,1.37,94,104,"[{'number': 1, 'scoreHome': 23, 'scoreAway': 27}, {'number': 2, 'scoreHome': 31, 'scoreAway': 17}, {'number': 3, 'scoreHome': 19, 'scoreAway': 16}, {'number': 4, 'scoreHome': 31, 'scoreAway': 34}]",2015,16,1,7,33,0,60,27,45.0,24,6,25.0,84,33,39.3,0,0,0,0,16,0,16,0,16,0,29,22,75.9,1,16,-10,94,104,49,4,8,0.000,0,23,7,1,42,0,53,24,45.3,20,12,60.0,73,36,49.3,0,0,0,0,25,0,25,0,25,0,21,20,95.2,0,5,10,104,94,47,5,13,0.000,1,CHA,93,MIA,92,2015-10-28T19:30:00.000Z,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
10,31186,BMO Bradley Harris Center,3.15,1.38,122,97,"[{'number': 1, 'scoreHome': 23, 'scoreAway': 27}, {'number': 2, 'scoreHome': 28, 'scoreAway': 36}, {'number': 3, 'scoreHome': 22, 'scoreAway': 27}, {'number': 4, 'scoreHome': 24, 'scoreAway': 32}]",2015,24,7,4,35,0,70,33,47.1,23,9,39.1,93,42,45.2,0,0,0,0,28,0,28,0,28,0,35,29,82.9,0,24,25,122,97,59,11,11,0.000,1,17,4,7,33,0,68,21,30.9,18,9,50.0,86,30,34.9,0,0,0,0,27,0,27,0,27,0,31,28,90.3,1,24,-25,97,122,57,7,18,0.000,0,NYK,83,MIL,90,2015-10-28T20:00:00.000Z,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
11,31187,Chesapeake Energy Arena,2.75,1.47,106,112,"[{'number': 1, 'scoreHome': 29, 'scoreAway': 27}, {'number': 2, 'scoreHome': 21, 'scoreAway': 28}, {'number': 3, 'scoreHome': 29, 'scoreAway': 28}, {'number': 4, 'scoreHome': 33, 'scoreAway': 23}]",2015,22,9,4,30,0,78,40,51.3,15,5,33.3,93,45,48.4,0,0,0,0,18,0,18,0,18,0,13,11,84.6,1,13,-6,106,112,43,11,13,0.000,0,21,4,9,37,0,67,35,52.2,19,7,36.8,86,42,48.8,0,0,0,0,19,0,19,0,19,0,22,21,95.4,0,15,6,112,106,52,7,19,0.000,1,SAS,106,OKL,96,2015-10-28T20:00:00.000Z,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
12,31188,Amway Center,1.58,2.5,88,87,"[{'number': 1, 'scoreHome': 29, 'scoreAway': 31}, {'number': 2, 'scoreHome': 22, 'scoreAway': 22}, {'number': 3, 'scoreHome': 16, 'scoreAway': 12}, {'number': 4, 'scoreHome': 20, 'scoreAway': 23}]",2015,17,9,6,38,0,56,26,46.4,28,7,25.0,84,33,39.3,0,0,0,0,14,0,14,0,14,0,25,15,60.0,0,22,1,88,87,60,8,16,0.000,1,20,6,9,39,0,74,32,43.2,26,5,19.2,100,37,37.0,0,0,0,0,22,0,22,0,22,0,12,8,66.7,1,29,-1,87,88,68,9,13,0.000,0,WAS,94,ORL,95,2015-10-28T19:00:00.000Z,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
13,31189,Talking Stick Resort Arena,2.65,1.54,111,95,"[{'number': 1, 'scoreHome': 22, 'scoreAway': 24}, {'number': 2, 'scoreHome': 23, 'scoreAway': 30}, {'number': 3, 'scoreHome': 21, 'scoreAway': 34}, {'number': 4, 'scoreHome': 29, 'scoreAway': 23}]",2015,24,3,3,43,0,64,30,46.9,21,10,47.6,85,40,47.1,0,0,0,0,25,0,25,0,25,0,31,21,67.7,0,12,16,111,95,55,7,8,0.000,1,15,3,3,43,0,63,28,44.4,24,6,25.0,87,34,39.1,0,0,0,0,30,0,30,0,31,0,33,21,63.6,1,22,-16,95,111,65,3,18,0.000,0,DAL,108,PHX,104,2015-10-28T22:00:00.000Z,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
14,31190,Moda Center,2.2,1.71,94,112,"[{'number': 1, 'scoreHome': 43, 'scoreAway': 18}, {'number': 2, 'scoreHome': 27, 'scoreAway': 25}, {'number': 3, 'scoreHome': 17, 'scoreAway': 24}, {'number': 4, 'scoreHome': 25, 'scoreAway': 27}]",2015,19,2,4,37,0,58,25,43.1,33,11,33.3,91,36,39.6,0,0,0,0,17,0,17,0,17,0,18,11,61.1,1,15,-18,94,112,52,7,11,0.000,0,22,4,2,47,0,56,32,57.1,32,12,37.5,88,44,50.0,0,0,0,0,21,0,21,0,21,0,14,12,85.7,0,9,18,112,94,56,7,12,0.000,1,NOP,110,POR,97,2015-10-28T22:00:00.000Z,1,60,0,0,0,0,0,0,0,0,0,57,20,30,15,27,5,0.351,0.5,0.185,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,False,False,True,False,0.0,0.0,0,0,0,0,0,0,5304.4,484.8,6120,556,115.38,114.69,111.49,115.72
15,31191,Sleep Train Arena,1.45,2.8,111,104,"[{'number': 1, 'scoreHome': 17, 'scoreAway': 25}, {'number': 2, 'scoreHome': 29, 'scoreAway': 31}, {'number': 3, 'scoreHome': 28, 'scoreAway': 29}, {'number': 4, 'scoreHome': 30, 'scoreAway': 26}]",2015,20,9,3,38,0,61,36,59.0,19,6,31.6,80,42,52.5,0,0,0,0,19,0,19,0,19,0,31,21,67.7,0,11,7,111,104,49,8,15,0.000,1,24,3,9,37,0,70,30,42.9,24,11,45.8,94,41,43.6,0,0,0,0,27,0,27,0,27,0,18,11,61.1,1,22,-7,104,111,59,8,16,0.000,0,LAC,102,SAC,103,2015-10-28T22:00:00.000Z,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
16,31192,Air Canada Center,2.8,1.45,99,106,"[{'number': 1, 'scoreHome': 20, 'scoreAway': 30}, {'number': 2, 'scoreHome': 17, 'scoreAway': 15}, {'number': 3, 'scoreHome': 35, 'scoreAway': 23}, {'number': 4, 'scoreHome': 34, 'scoreAway': 31}]",2015,23,3,2,35,0,63,23,36.5,23,9,39.1,86,32,37.2,0,0,0,0,30,0,30,0,32,0,31,26,83.9,1,13,-7,99,106,48,14,13,0.000,0,19,2,3,46,0,62,29,46.8,18,7,38.9,80,36,45.0,0,0,0,0,24,0,24,0,25,0,39,27,69.2,0,21,7,106,99,67,8,19,0.000,1,IND,87,TOR,81,2015-10-28T19:30:00.000Z,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
17,31193,Bankers Life Fieldhouse,1.66,2.3,112,103,"[{'number': 1, 'scoreHome': 20, 'scoreAway': 29}, {'number': 2, 'scoreHome': 29, 'scoreAway': 21}, {'number': 3, 'scoreHome': 26, 'scoreAway': 23}, {'number': 4, 'scoreHome': 28, 'scoreAway': 39}]",2015,26,5,4,31,0,66,34,51.5,16,7,43.8,82,41,50.0,0,0,0,0,25,0,25,0,25,0,29,23,79.3,0,18,9,112,103,49,12,13,0.000,1,23,4,5,29,0,48,25,52.1,30,12,40.0,78,37,47.4,0,0,0,0,22,0,22,0,24,0,24,17,70.8,1,17,-9,103,112,46,7,19,0.000,0,MEM,107,IND,87,2015-10-29T19:00:00.000Z,60,60,58,33,30,19,28,14,0.569,0.633,0.5,57,29,28,18,29,11,0.509,0.643,0.379,False,True,False,False,True,True,True,True,True,False,True,False,True,True,False,True,True,True,True,True,5318.0,436.4,5945,449,111.79,102.89,109.82,108.39,5055.2,438.4,5913,513,116.97,117.02,111.77,99.91
18,31194,Staples Center,6.25,1.13,88,104,"[{'number': 1, 'scoreHome': 22, 'scoreAway': 17}, {'number': 2, 'scoreHome': 29, 'scoreAway': 26}, {'number': 3, 'scoreHome': 34, 'scoreAway': 25}, {'number': 4, 'scoreHome': 19, 'scoreAway': 20}]",2015,22,2,8,42,0,67,29,43.3,30,6,20.0,97,35,36.1,0,0,0,0,26,0,26,0,26,0,15,12,80.0,1,17,-16,88,104,59,4,12,0.000,0,21,8,2,48,0,56,30,53.6,31,8,25.8,87,38,43.7,0,0,0,0,17,0,17,0,20,0,33,20,60.6,0,20,16,104,88,68,6,8,0.000,1,DAL,108,LAC,102,2015-10-29T22:30:00.000Z,60,60,60,36,32,22,28,14,0.6,0.688,0.5,58,28,29,16,29,12,0.483,0.552,0.414,True,True,True,True,True,False,False,True,True,True,False,True,False,False,False,False,True,False,True,True,5445.8,465.8,6263,527,115.01,113.14,111.5,110.35,5271.2,464.0,6021,505,114.22,108.84,111.55,111.21
19,31195,Madison Square Garden,1.58,2.5,112,101,"[{'number': 1, 'scoreHome': 20, 'scoreAway': 30}, {'number': 2, 'scoreHome': 25, 'scoreAway': 31}, {'number': 3, 'scoreHome': 27, 'scoreAway': 23}, {'number': 4, 'scoreHome': 29, 'scoreAway': 28}]",2015,26,4,4,33,0,59,32,54.2,24,10,41.7,83,42,50.6,0,0,0,0,18,0,18,0,18,0,26,18,69.2,0,16,11,112,101,49,11,15,0.000,1,21,4,4,33,0,64,32,50.0,29,6,20.7,93,38,40.9,0,0,0,0,24,0,24,0,24,0,21,19,90.5,1,24,-11,101,112,57,10,21,0.000,0,ATL,91,NYK,83,2015-10-29T20:00:00.000Z,60,60,58,20,30,10,28,10,0.345,0.333,0.357,59,34,29,19,30,15,0.576,0.655,0.5,False,False,False,True,True,False,False,True,True,True,False,True,False,True,True,False,True,False,False,False,5161.8,441.2,5754,481,111.47,109.02,112.42,111.29,5493.6,461.8,6013,506,109.45,109.57,107.07,107.19
20,31196,Philips Arena,2.9,1.43,94,97,"[{'number': 1, 'scoreHome': 29, 'scoreAway': 22}, {'number': 2, 'scoreHome': 24, 'scoreAway': 30}, {'number': 3, 'scoreHome': 23, 'scoreAway': 17}, {'number': 4, 'scoreHome': 21, 'scoreAway': 25}]",2015,23,6,4,41,0,58,24,41.4,30,12,40.0,88,36,40.9,0,0,0,0,20,0,20,0,20,0,13,10,76.9,1,18,-3,94,97,59,7,18,0.000,0,23,4,6,37,0,60,28,46.7,23,8,34.8,83,36,43.4,0,0,0,0,17,0,17,0,17,0,22,17,77.3,0,11,3,97,94,48,9,15,0.000,1,CHA,93,ATL,91,2015-10-30T20:00:00.000Z,59,60,58,33,28,19,30,14,0.569,0.679,0.467,57,38,28,22,29,16,0.667,0.786,0.552,False,False,False,False,True,True,True,True,True,False,False,False,True,False,False,True,True,True,False,True,5411.4,462.4,5930,528,109.58,114.19,106.74,107.7,5233.8,464.8,5944,525,113.57,112.95,109.73,108.65
21,31197,TD Garden,2.2,1.71,113,103,"[{'number': 1, 'scoreHome': 26, 'scoreAway': 26}, {'number': 2, 'scoreHome': 28, 'scoreAway': 28}, {'number': 3, 'scoreHome': 21, 'scoreAway': 30}, {'number': 4, 'scoreHome': 28, 'scoreAway': 29}]",2015,23,3,3,45,0,56,25,44.6,26,11,42.3,82,36,43.9,0,0,0,0,33,0,33,0,34,0,35,30,85.7,0,16,10,113,103,61,11,21,0.000,1,23,3,3,35,0,59,25,42.4,26,7,26.9,85,32,37.6,0,0,0,0,28,0,28,0,30,0,41,32,78.0,1,17,-10,103,113,52,14,17,0.000,0,TOR,81,BOS,82,2015-10-30T19:30:00.000Z,60,60,59,36,29,23,30,13,0.61,0.793,0.433,59,42,30,25,29,17,0.712,0.833,0.586,False,True,True,False,True,True,False,True,False,False,True,False,False,True,False,True,True,True,True,True,5505.6,463.4,6293,479,114.3,103.37,110.05,106.17,5114.4,433.4,6029,483,117.88,111.44,114.7,104.98
22,31198,Quicken Loans Arena,3.1,1.4,92,102,"[{'number': 1, 'scoreHome': 29, 'scoreAway': 23}, {'number': 2, 'scoreHome': 18, 'scoreAway': 19}, {'number': 3, 'scoreHome': 29, 'scoreAway': 25}, {'number': 4, 'scoreHome': 26, 'scoreAway': 25}]",2015,21,7,4,33,0,56,27,48.2,21,6,28.6,77,33,42.9,0,0,0,0,20,0,20,0,20,0,22,20,90.9,1,10,-10,92,102,43,5,13,0.000,0,25,4,7,36,0,61,33,54.1,25,6,24.0,86,39,45.4,0,0,0,0,19,0,19,0,19,0,21,18,85.7,0,17,10,102,92,53,4,11,0.000,1,MIA,92,CLE,86,2015-10-30T19:00:00.000Z,59,60,62,41,32,25,30,16,0.661,0.781,0.533,58,36,30,22,28,14,0.621,0.733,0.5,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,True,True,True,True,False,5534.8,434.2,6386,507,115.38,116.77,112.38,112.62,5177.2,441.2,5923,471,114.41,106.75,109.65,101.09
23,31199,Pepsi Center,2.65,1.54,95,78,"[{'number': 1, 'scoreHome': 16, 'scoreAway': 26}, {'number': 2, 'scoreHome': 23, 'scoreAway': 23}, {'number': 3, 'scoreHome': 24, 'scoreAway': 30}, {'number': 4, 'scoreHome': 15, 'scoreAway': 16}]",2015,18,6,4,43,0,60,28,46.7,11,2,18.2,71,30,42.2,0,0,0,0,24,0,24,0,24,0,41,33,80.5,0,13,17,95,78,56,7,17,0.000,1,15,4,6,36,0,70,24,34.3,25,5,20.0,95,29,30.5,0,0,0,0,27,0,27,0,29,0,20,15,75.0,1,28,-17,78,95,64,7,14,0.000,0,MIN,100,DEN,99,2015-10-30T21:00:00.000Z,60,60,61,24,31,14,30,10,0.393,0.452,0.333,58,24,27,11,31,13,0.414,0.407,0.419,True,False,False,False,False,True,True,False,True,True,False,False,False,False,False,True,False,True,False,False,5603.0,452.0,6392,537,114.08,118.81,112.76,114.38,5292.6,480.0,6178,480,116.73,100.0,115.97,109.38
24,31200,The Palace of Auburn Hills,1.68,2.25,94,98,"[{'number': 1, 'scoreHome': 23, 'scoreAway': 19}, {'number': 2, 'scoreHome': 12, 'scoreAway': 20}, {'number': 3, 'scoreHome': 29, 'scoreAway': 25}, {'number': 4, 'scoreHome': 19, 'scoreAway': 19}, {'number': 5, 'scoreHome': 15, 'scoreAway': 11}]",2015,18,8,2,45,0,62,27,43.6,22,7,31.8,84,34,40.5,0,0,0,0,24,0,24,0,24,0,26,19,73.1,1,15,-4,94,98,60,8,19,0.000,0,18,2,8,42,0,76,33,43.4,28,6,21.4,104,39,37.5,0,0,0,0,19,0,19,0,19,0,28,14,50.0,0,34,4,98,94,76,9,14,0.000,1,CHI,89,DET,88,2015-10-30T19:30:00.000Z,59,59,60,30,27,16,33,14,0.5,0.593,0.424,55,27,25,15,30,12,0.491,0.6,0.4,False,True,False,False,False,False,True,False,True,False,False,False,True,True,True,False,False,True,True,False,5404.8,464.0,6191,487,114.55,104.96,110.51,107.97,5011.4,465.4,5683,517,113.4,111.09,110.61,110.23
